city,distance_to_center_km,rating,num_reviews,room_type,beds_in_room,breakfast_included,wifi,laundry,season,weekend,occupancy_rate,hostel_age_years,kitchen_access,air_conditioning,locker_available,security_24h,female_only_dorm_available,common_area_count,room_area_sqft,bathroom_type,price_per_night
Paris,2.8,3.1,6,private,1,1,1,0,shoulder,1,0.61,6,1,1,0,1,0,4,159,shared,120.15
Warsaw,1.9,4.7,180,dorm,8,0,1,0,shoulder,0,0.63,10,0,1,0,1,0,1,125,private,18.73
Vienna,6.3,2.8,89,private,1,0,1,1,shoulder,1,0.56,18,1,1,0,1,0,4,175,private,60.92
Paris,5.4,3.5,66,dorm,4,0,1,1,peak,1,0.81,21,1,0,1,1,0,4,153,shared,40.47
Brussels,1.0,3.1,38,dorm,12,0,1,1,low,0,0.58,23,0,0,0,1,0,3,208,private,17.92
Prague,1.3,4.8,287,dorm,6,1,1,1,low,1,0.61,1,1,1,1,1,0,5,190,private,26.96
Stockholm,7.9,4.0,132,dorm,8,1,1,1,peak,1,0.97,0,0,1,1,1,0,4,247,shared,40.89
Stockholm,4.5,2.6,55,private,2,0,1,1,shoulder,1,0.54,24,0,0,0,0,0,3,152,shared,63.97
Vienna,3.0,3.2,82,dorm,6,1,1,0,low,1,0.42,25,1,0,0,0,1,3,188,private,21.39
Barcelona,6.0,4.3,270,private,1,0,1,1,peak,0,0.72,29,0,1,0,0,0,5,127,shared,56.26
Athens,0.8,4.6,251,private,2,1,1,0,low,1,0.56,24,1,1,1,1,1,5,107,shared,51.89
Helsinki,3.5,4.6,420,private,1,0,1,0,peak,0,0.74,29,0,0,1,1,0,6,140,shared,82.39
Helsinki,1.1,3.3,16,private,2,1,1,0,low,0,0.45,8,1,0,0,1,0,2,168,private,62.38
Dublin,2.6,4.0,289,private,1,0,1,1,shoulder,1,0.68,10,0,0,1,1,0,3,109,shared,104.93
Rome,4.3,4.7,343,dorm,8,1,1,0,low,0,0.64,17,1,0,1,0,0,5,132,shared,17.94
Budapest,7.1,3.5,78,dorm,12,1,1,0,low,1,0.63,30,0,0,1,1,0,2,243,private,10.8
Prague,1.0,4.7,208,private,1,0,1,1,shoulder,1,0.79,9,1,1,1,1,0,3,119,private,85.8
London,4.9,4.1,169,dorm,10,1,1,1,low,0,0.63,21,1,0,1,1,0,5,150,shared,20.43
Milan,3.9,2.9,62,private,2,0,1,1,shoulder,0,0.74,16,0,0,0,1,0,3,108,shared,70.49
Vienna,7.8,3.9,59,private,2,1,1,1,peak,0,0.72,1,1,0,1,1,0,2,174,private,64.3
Stockholm,4.8,2.7,17,private,2,0,1,1,peak,1,0.96,5,0,0,0,1,1,5,128,shared,103.1
Madrid,1.4,3.8,101,dorm,12,0,1,1,shoulder,1,0.6,21,1,1,1,1,1,1,164,shared,22.51
Berlin,6.6,3.8,36,private,2,0,1,1,low,0,0.36,17,0,1,1,0,0,3,180,private,33.33
London,5.0,4.1,134,dorm,4,0,1,0,shoulder,0,0.54,12,1,1,1,1,0,2,214,private,29.5
Copenhagen,3.7,3.2,89,dorm,4,0,1,1,low,0,0.43,4,1,1,0,1,0,5,132,private,28.63
Rome,1.1,3.1,96,dorm,6,0,1,0,shoulder,0,0.75,26,0,1,0,0,0,3,213,private,22.09
Rome,3.4,4.1,92,dorm,6,1,1,0,peak,0,0.85,22,1,0,1,1,0,2,179,shared,33.48
Madrid,2.4,3.2,94,dorm,6,1,1,0,shoulder,1,0.55,24,0,0,0,1,0,5,169,shared,23.62
Athens,0.7,3.5,33,dorm,4,1,1,1,peak,0,0.99,9,0,1,0,1,0,3,201,private,36.66
Barcelona,7.7,4.7,191,dorm,10,1,1,0,peak,1,0.94,26,1,1,1,0,0,2,181,shared,23.86
Budapest,1.7,4.7,280,private,2,1,1,0,peak,1,0.94,9,1,0,0,1,0,3,192,private,88.01
Amsterdam,2.1,3.1,56,dorm,6,0,1,0,peak,0,0.75,26,0,1,1,1,1,1,185,private,28.59
Barcelona,1.0,2.8,38,dorm,10,0,1,1,peak,1,0.91,29,0,0,0,0,1,3,154,private,28.58
Brussels,5.8,4.5,299,dorm,10,0,1,0,shoulder,1,0.76,17,1,0,0,0,0,6,142,private,25.97
Warsaw,3.6,2.6,42,private,1,0,1,0,shoulder,0,0.63,22,0,0,0,0,0,1,106,shared,39.24
Prague,0.4,2.5,62,private,2,1,1,0,low,1,0.58,7,1,0,1,0,0,2,142,private,50.93
Barcelona,1.3,4.0,183,dorm,8,1,1,1,peak,0,0.98,7,1,0,1,0,0,6,197,private,40.45
Brussels,0.4,4.3,295,dorm,8,0,1,1,low,1,0.43,18,0,1,0,1,0,1,165,private,29.77
Brussels,6.6,3.4,43,dorm,8,1,1,0,peak,0,1.0,22,0,0,1,1,1,1,120,private,26.49
Barcelona,4.6,4.5,393,private,1,0,1,0,peak,1,0.94,2,1,1,0,0,0,6,116,shared,144.63
Amsterdam,1.8,2.6,12,dorm,4,0,1,0,low,1,0.61,24,0,1,1,0,0,1,242,shared,32.46
Prague,3.8,3.5,86,private,2,1,1,0,shoulder,0,0.68,22,0,0,0,1,0,6,145,private,40.82
Stockholm,5.7,4.1,222,private,2,1,1,0,low,0,0.64,7,1,0,1,1,0,1,157,shared,61.2
Berlin,5.1,4.7,312,private,2,0,1,0,low,1,0.41,3,1,1,1,1,0,2,100,private,57.44
Barcelona,6.5,3.7,110,private,2,1,1,0,low,0,0.47,10,0,1,1,1,0,1,186,shared,48.52
Berlin,1.1,3.7,119,private,2,0,1,1,peak,1,0.71,20,1,0,0,1,0,4,168,shared,84.16
Stockholm,5.9,3.3,14,private,2,0,1,1,peak,0,0.91,0,1,0,0,1,0,2,176,private,103.35
Paris,7.5,2.7,20,dorm,4,0,1,0,peak,0,0.99,30,0,0,1,1,1,3,178,private,28.1
Stockholm,2.1,4.1,221,dorm,6,1,1,0,shoulder,1,0.74,11,0,0,0,1,1,4,158,shared,46.27
Barcelona,3.2,4.0,234,dorm,12,0,1,1,low,0,0.66,22,1,0,0,1,0,1,196,shared,14.86
Athens,0.7,3.6,142,private,2,0,1,0,shoulder,0,0.61,6,1,1,0,0,0,6,118,private,67.06
Milan,3.8,3.3,72,dorm,10,0,1,0,peak,1,0.89,1,1,0,0,0,0,3,148,private,35.99
Stockholm,1.6,3.0,12,private,1,1,1,1,peak,0,0.76,3,0,0,0,0,0,2,150,private,124.66
Madrid,6.0,2.6,68,dorm,8,1,1,0,shoulder,0,0.71,18,0,0,1,1,1,5,155,shared,17.99
Barcelona,2.5,3.5,44,private,2,0,1,1,shoulder,0,0.7,27,1,0,1,1,0,3,154,shared,47.85
Budapest,1.9,3.3,41,dorm,6,0,1,0,shoulder,1,0.6,16,1,0,1,0,0,2,137,shared,22.26
Helsinki,7.8,3.0,42,private,2,0,1,0,shoulder,0,0.5,29,0,0,0,1,0,3,143,shared,31.74
Dublin,8.0,3.1,29,dorm,4,0,1,1,peak,0,0.88,8,0,1,0,0,1,2,220,shared,30.75
Madrid,3.3,4.5,268,private,1,1,1,0,shoulder,0,0.65,1,1,1,1,0,0,5,160,shared,87.16
Rome,4.7,4.7,324,dorm,6,1,1,0,low,0,0.59,19,1,1,1,0,0,1,237,private,19.17
Dublin,7.7,4.5,226,dorm,4,1,1,0,peak,0,0.9,3,1,1,0,1,1,6,136,shared,41.49
Budapest,2.5,3.2,85,private,1,0,1,1,peak,0,0.84,27,0,0,1,1,0,4,184,private,68.38
Helsinki,3.9,4.0,173,private,2,1,1,1,low,1,0.56,0,1,0,1,1,0,4,144,private,75.98
Dublin,2.7,3.8,72,dorm,10,0,1,1,peak,0,0.95,26,1,0,1,1,0,4,206,private,24.88
Helsinki,5.1,4.5,329,dorm,6,0,1,1,shoulder,1,0.75,5,1,0,1,1,0,2,122,shared,32.0
Copenhagen,7.4,5.0,160,private,1,1,1,1,low,1,0.39,15,0,1,1,1,1,1,146,private,68.63
Budapest,3.8,4.2,145,dorm,12,1,1,0,peak,0,0.76,1,1,0,1,1,0,3,168,shared,26.99
Stockholm,3.1,4.3,293,dorm,10,0,1,1,low,0,0.39,15,0,1,1,1,1,6,199,shared,24.99
Athens,6.5,4.4,82,private,2,1,1,1,peak,1,0.84,3,0,1,1,1,0,5,188,shared,84.16
Rome,1.8,3.2,85,private,1,1,1,0,low,1,0.42,27,0,0,0,0,0,4,140,private,63.94
Warsaw,4.8,2.7,18,dorm,12,0,1,0,peak,1,0.95,12,0,0,1,1,0,4,224,private,21.06
Dublin,5.8,4.3,156,private,2,1,1,0,peak,1,0.73,24,1,0,0,1,0,6,153,shared,80.97
Dublin,4.6,3.0,85,dorm,6,0,1,0,shoulder,1,0.6,23,0,0,0,1,1,2,165,shared,20.08
Copenhagen,0.3,2.8,43,private,2,0,1,1,shoulder,1,0.51,28,0,0,1,0,1,5,191,private,78.37
Vienna,3.9,4.2,206,private,1,1,1,0,low,0,0.49,3,1,0,1,0,0,1,166,shared,62.58
Vienna,0.8,2.8,33,dorm,4,0,1,0,shoulder,1,0.69,11,0,1,0,0,0,1,186,shared,34.51
Stockholm,5.4,4.6,474,private,1,0,1,0,shoulder,0,0.73,13,0,0,1,1,0,4,111,shared,80.55
Milan,5.3,3.4,65,private,1,1,1,0,low,0,0.61,26,1,0,0,1,1,5,145,shared,59.78
Budapest,6.0,4.0,249,dorm,6,1,1,1,shoulder,0,0.76,16,1,0,1,0,1,4,159,private,14.98
Berlin,5.2,4.7,424,private,2,0,1,1,low,1,0.42,23,1,0,1,0,0,4,148,shared,51.48
Dublin,7.8,2.6,18,private,2,0,1,0,peak,1,0.88,16,0,0,0,1,1,1,128,private,75.65
Athens,1.9,2.8,11,private,1,1,1,0,shoulder,1,0.71,15,0,0,0,0,0,5,193,shared,71.65
Warsaw,5.0,4.1,207,private,1,1,1,1,peak,1,0.82,0,0,0,1,1,0,5,165,shared,96.44
Vienna,4.8,4.6,228,private,2,1,1,0,low,0,0.31,29,1,0,0,1,0,1,170,private,37.89
Rome,0.3,3.4,64,dorm,8,0,1,1,peak,0,0.84,26,1,0,1,0,0,5,170,shared,27.22
Berlin,5.2,4.4,91,dorm,4,1,1,0,low,0,0.4,4,1,0,1,1,0,2,166,private,25.84
Prague,1.7,3.6,127,dorm,12,0,1,0,low,1,0.39,0,0,1,0,0,1,5,222,shared,16.88
Paris,3.6,2.7,26,dorm,10,1,1,1,shoulder,0,0.64,9,0,0,1,1,0,3,212,shared,21.64
Rome,5.1,3.9,34,dorm,12,1,1,0,peak,0,0.78,12,1,0,0,1,0,2,243,shared,20.99
Copenhagen,4.5,4.1,231,private,1,1,1,0,peak,0,0.85,20,0,1,1,1,0,4,139,private,106.92
Stockholm,5.8,4.7,460,private,1,0,1,0,low,0,0.37,10,1,1,1,1,0,6,199,private,62.95
Lisbon,4.4,3.8,61,private,2,0,1,1,peak,1,0.81,15,0,1,1,0,0,3,122,private,84.39
Prague,5.3,3.2,72,dorm,12,0,1,1,low,0,0.53,11,1,1,0,0,1,2,142,private,13.93
Warsaw,6.2,4.6,311,private,1,1,1,0,shoulder,0,0.77,23,0,1,1,1,0,3,160,shared,49.13
Brussels,4.2,4.9,412,private,2,1,1,1,peak,1,0.71,27,1,0,1,1,0,6,142,shared,91.06
Rome,2.4,4.8,264,private,1,0,1,0,low,0,0.57,12,0,0,1,0,0,4,130,shared,75.2
Dublin,0.9,4.6,333,dorm,4,1,1,0,peak,1,0.82,23,0,0,0,0,0,3,197,shared,44.61
Brussels,6.6,2.9,85,private,2,1,1,1,low,1,0.42,10,0,1,0,1,0,2,145,shared,56.02
London,0.2,3.5,110,dorm,12,1,1,0,peak,0,0.73,12,0,0,0,1,0,5,216,shared,26.66
Helsinki,6.4,4.9,253,private,1,1,1,0,shoulder,1,0.66,22,1,0,0,1,1,1,190,shared,81.54
Barcelona,5.2,4.4,97,dorm,10,0,1,0,low,1,0.36,12,1,0,1,1,0,5,159,private,18.5
Oslo,1.6,2.8,37,dorm,4,1,1,1,shoulder,0,0.59,13,0,0,0,1,1,1,167,shared,35.02
London,0.2,3.0,46,private,2,0,1,0,shoulder,1,0.78,26,0,0,1,1,0,3,175,shared,82.44
Paris,7.4,3.0,16,private,2,0,1,0,low,0,0.35,19,1,1,1,1,0,6,174,shared,43.74
Lisbon,3.2,2.9,75,private,1,1,1,1,low,0,0.46,6,0,0,0,1,0,5,118,private,55.78
Madrid,4.0,4.6,262,private,2,1,1,1,peak,0,0.84,9,0,0,1,1,0,2,155,shared,71.52
Berlin,1.8,3.0,57,private,2,0,1,1,shoulder,0,0.78,0,1,1,1,0,1,3,183,shared,60.22
Paris,3.7,3.4,5,private,1,1,1,0,shoulder,1,0.57,14,1,1,1,1,0,2,118,shared,102.37
Paris,1.7,3.0,59,private,2,1,1,0,shoulder,1,0.62,18,0,1,1,0,1,2,117,shared,73.25
Dublin,0.5,2.5,37,private,2,1,1,0,low,1,0.59,21,0,0,0,1,0,6,187,private,71.67
Vienna,0.5,4.0,253,dorm,4,1,1,0,peak,0,0.97,26,0,1,1,0,0,6,192,shared,37.33
Copenhagen,4.4,3.6,142,private,1,1,1,1,peak,0,0.92,13,1,1,1,0,1,3,177,shared,132.12
Paris,7.6,3.3,37,dorm,12,0,1,1,shoulder,0,0.64,24,0,1,0,0,1,5,201,private,14.99
Berlin,0.6,3.8,133,dorm,6,0,1,1,peak,0,0.91,22,0,1,1,0,0,3,163,private,32.04
Budapest,1.7,4.7,465,dorm,6,0,1,1,peak,1,0.9,4,1,1,1,1,0,4,155,shared,35.62
Prague,4.6,3.3,44,dorm,8,0,1,0,shoulder,0,0.52,7,0,1,1,0,0,6,157,private,15.57
Oslo,7.6,4.4,114,private,1,1,1,0,peak,0,0.75,25,1,0,0,0,0,2,118,shared,95.54
Prague,2.8,3.3,67,private,2,0,1,0,low,1,0.44,7,1,0,1,1,1,3,158,private,57.84
London,0.6,3.3,27,private,1,1,1,0,shoulder,0,0.71,16,0,0,1,0,0,5,119,shared,71.92
London,7.1,3.0,44,dorm,8,0,1,0,low,0,0.6,10,0,0,0,1,0,3,150,private,14.87
Warsaw,4.7,3.0,21,dorm,4,1,1,1,low,0,0.42,14,0,1,1,1,0,2,126,private,17.31
Barcelona,3.1,3.1,70,dorm,10,0,1,0,shoulder,0,0.53,1,0,1,1,1,1,6,235,private,20.28
Paris,7.7,4.4,226,private,2,1,1,0,peak,0,0.94,21,1,1,1,1,0,1,161,private,63.72
Vienna,6.3,3.7,94,private,1,0,1,0,peak,1,1.0,7,1,1,1,1,0,1,120,shared,93.98
Rome,4.2,3.5,85,dorm,8,0,1,1,low,1,0.59,18,0,1,1,1,1,3,160,private,18.95
Dublin,1.7,3.7,81,dorm,10,0,1,1,shoulder,1,0.57,9,1,1,0,0,1,3,178,private,27.91
Prague,3.7,2.5,8,dorm,8,1,1,0,shoulder,1,0.57,25,0,0,0,0,0,6,244,shared,14.45
Barcelona,0.8,3.1,56,dorm,12,1,1,1,shoulder,1,0.6,4,0,1,0,1,1,1,238,private,26.0
Amsterdam,7.6,3.0,35,private,1,0,1,1,low,1,0.59,14,1,1,1,1,0,4,128,private,56.28
Brussels,3.0,3.2,100,private,1,0,1,1,shoulder,0,0.67,22,1,0,1,0,0,2,155,private,61.14
Athens,3.8,4.8,433,dorm,10,1,1,1,peak,1,0.73,5,1,1,1,1,0,6,126,private,38.21
Berlin,5.3,4.0,243,dorm,6,0,1,0,peak,1,0.88,21,0,1,1,1,0,5,192,private,29.92
Barcelona,2.1,4.0,115,dorm,12,1,1,1,shoulder,0,0.7,23,1,0,1,1,0,1,126,private,18.66
Rome,2.3,4.6,479,private,1,0,1,1,shoulder,1,0.53,28,0,0,1,1,0,6,107,shared,73.56
Warsaw,5.0,4.7,499,dorm,12,1,1,0,peak,1,0.76,11,0,1,0,1,0,1,204,private,23.93
Lisbon,7.5,2.8,57,private,1,0,1,0,shoulder,1,0.68,7,1,1,1,0,1,4,123,private,61.55
Oslo,1.8,4.6,488,private,2,1,1,0,low,0,0.43,10,1,0,1,1,1,1,157,shared,67.5
London,1.8,2.6,43,dorm,6,0,1,0,shoulder,1,0.63,14,0,0,1,0,0,3,188,shared,30.24
Berlin,3.1,3.5,122,private,1,0,1,0,low,0,0.67,7,0,1,0,1,0,3,195,private,68.31
Brussels,5.6,2.6,62,dorm,10,0,1,0,shoulder,0,0.56,20,1,0,0,0,1,3,222,private,16.09
Milan,6.9,4.3,164,private,2,1,1,0,low,0,0.44,6,1,1,0,1,0,4,171,shared,54.93
Stockholm,0.8,4.2,139,private,1,1,1,1,peak,1,0.97,20,0,0,1,1,1,2,123,shared,149.3
Prague,6.4,4.9,455,private,1,1,1,0,low,0,0.64,22,1,1,1,1,1,6,127,shared,52.79
Warsaw,1.0,4.6,154,dorm,8,0,1,1,low,0,0.66,26,1,1,1,1,1,6,188,shared,17.34
Amsterdam,2.8,4.2,89,dorm,4,1,1,0,shoulder,1,0.63,29,0,1,0,1,0,3,173,private,35.75
Copenhagen,7.3,4.8,341,dorm,10,1,1,1,low,1,0.59,8,1,1,1,1,0,1,203,shared,24.97
Vienna,4.9,3.6,103,dorm,4,1,1,0,shoulder,1,0.72,24,0,0,1,1,1,3,138,private,24.66
Oslo,6.3,4.8,288,private,1,0,1,0,low,1,0.67,22,0,0,1,0,0,1,159,private,80.15
Stockholm,3.9,4.7,499,dorm,4,1,1,1,low,1,0.5,2,1,1,1,1,0,5,239,private,40.51
Paris,2.5,3.8,91,private,1,0,1,1,low,1,0.44,27,0,1,1,1,0,4,179,private,67.64
Oslo,7.1,2.5,59,dorm,12,0,1,0,low,0,0.62,27,0,0,1,1,0,6,156,shared,14.91
Warsaw,3.7,4.6,218,private,2,1,1,1,low,1,0.33,11,1,1,1,1,0,5,123,private,49.45
Stockholm,7.3,2.8,5,private,1,0,1,0,low,0,0.57,21,0,1,0,0,0,2,198,private,45.46
London,3.4,4.6,372,private,2,0,1,1,shoulder,1,0.54,10,0,1,1,0,0,3,139,shared,76.01
Rome,5.9,4.8,200,private,1,1,1,1,shoulder,1,0.52,10,0,0,1,0,0,6,172,shared,78.07
Amsterdam,5.9,5.0,262,private,1,0,1,0,low,1,0.38,8,1,1,1,1,1,1,156,shared,87.19
Oslo,3.0,3.1,21,private,2,1,1,0,peak,1,0.84,27,0,0,1,0,0,3,118,private,87.45
Amsterdam,1.1,4.7,249,private,2,0,1,0,peak,0,0.95,3,0,1,1,0,0,4,163,private,105.48
Warsaw,5.9,3.3,24,dorm,10,1,1,0,peak,1,0.77,10,1,0,1,1,1,1,169,shared,25.25
Helsinki,2.1,4.8,271,dorm,12,1,1,0,peak,0,0.73,13,1,0,1,1,0,1,209,shared,32.09
Helsinki,4.6,4.0,177,private,2,0,1,1,low,0,0.63,1,1,1,1,0,0,6,181,private,62.53
Madrid,1.8,4.0,194,private,1,1,1,1,shoulder,1,0.65,26,0,0,1,1,0,3,145,private,66.45
Athens,3.4,3.8,82,dorm,6,1,1,0,low,1,0.68,19,1,1,1,1,0,5,196,private,23.33
Dublin,1.0,3.2,15,private,1,0,1,1,peak,1,0.85,27,0,0,0,0,0,3,113,private,127.2
Athens,4.8,2.9,82,private,2,1,1,1,low,1,0.38,10,0,0,0,0,0,6,182,shared,37.12
Madrid,7.0,3.0,89,dorm,10,1,1,0,peak,0,0.96,0,1,0,1,0,1,5,163,shared,23.57
Brussels,5.0,3.0,62,private,2,1,1,0,low,0,0.55,3,1,1,0,0,0,5,128,private,58.31
Oslo,6.6,4.2,212,private,1,1,1,1,shoulder,0,0.51,13,1,0,0,0,0,4,174,shared,83.36
Oslo,2.9,3.8,141,private,2,1,1,1,shoulder,1,0.75,12,1,0,0,0,0,6,176,private,100.73
Brussels,4.8,3.9,31,private,2,1,1,0,shoulder,0,0.69,23,1,0,1,1,1,2,171,private,55.1
Milan,1.5,3.7,79,private,2,0,1,1,peak,0,0.97,30,0,0,1,1,1,2,149,shared,86.08
Warsaw,1.4,2.7,93,dorm,8,0,1,0,shoulder,1,0.61,24,1,1,0,0,1,3,250,private,16.01
Helsinki,7.4,3.6,126,private,2,0,1,0,shoulder,1,0.79,22,1,0,0,1,0,2,162,private,62.12
Berlin,3.7,2.6,74,private,2,0,1,0,low,1,0.33,25,0,1,1,1,0,3,157,shared,38.79
Brussels,1.5,4.6,283,private,1,1,1,1,low,0,0.61,11,0,0,1,1,0,5,159,private,83.16
Stockholm,3.3,4.4,248,dorm,4,1,1,1,peak,1,0.96,24,0,1,1,1,0,6,120,private,57.59
Vienna,6.1,3.5,149,private,1,0,1,0,peak,0,0.94,18,1,1,1,1,1,3,192,private,85.95
Rome,3.3,3.3,99,private,2,1,1,0,low,0,0.45,6,0,0,1,1,1,4,161,shared,46.96
Dublin,5.3,3.7,100,private,1,1,1,1,shoulder,0,0.66,27,1,0,1,0,0,4,100,shared,59.7
Vienna,6.6,3.2,38,dorm,10,1,1,1,low,0,0.41,28,0,1,0,0,0,1,125,shared,12.1
London,5.9,2.6,37,private,1,0,1,1,peak,1,0.96,27,0,0,1,0,0,3,167,private,79.55
Rome,1.3,3.3,47,private,1,1,1,0,low,1,0.51,20,0,0,1,0,1,6,114,shared,73.06
Warsaw,5.3,3.7,112,dorm,4,0,1,0,low,0,0.5,1,1,0,1,0,1,3,205,private,17.32
Berlin,6.8,2.8,96,dorm,6,1,1,1,low,0,0.43,27,0,0,0,1,0,5,177,shared,12.1
Oslo,4.9,4.0,240,private,2,0,1,0,peak,0,0.81,10,1,0,1,0,0,2,145,shared,104.35
Amsterdam,5.1,4.3,134,dorm,10,1,1,1,low,0,0.54,20,1,0,1,1,0,4,177,private,22.07
Oslo,5.7,4.7,435,private,2,1,1,1,low,0,0.56,19,1,0,1,1,0,5,101,private,67.5
Stockholm,1.1,3.1,9,dorm,10,1,1,0,low,1,0.34,2,1,0,0,1,1,4,148,private,34.21
Brussels,7.2,2.9,90,private,2,0,1,1,shoulder,1,0.69,24,0,1,1,0,0,4,154,shared,56.95
Copenhagen,5.9,3.2,76,dorm,10,0,1,0,shoulder,1,0.64,18,0,0,1,1,0,4,161,private,25.21
Stockholm,5.6,4.2,242,dorm,6,0,1,1,low,0,0.34,2,1,1,1,0,0,3,189,shared,21.84
Dublin,7.6,5.0,466,dorm,6,1,1,1,peak,1,0.99,6,1,0,1,0,0,1,165,shared,42.9
Vienna,7.9,3.4,71,private,1,0,1,0,peak,0,0.88,28,1,0,0,1,0,4,200,private,53.71
Paris,7.6,4.4,256,private,1,1,1,1,shoulder,0,0.51,13,1,1,1,1,0,4,137,shared,70.19
Milan,3.7,2.6,62,dorm,4,0,1,1,peak,0,0.96,26,0,0,0,0,0,2,166,shared,37.24
Paris,4.0,4.7,152,dorm,8,1,1,0,low,0,0.52,25,0,0,1,1,0,6,192,private,18.37
Barcelona,5.2,3.2,34,dorm,10,1,1,0,shoulder,0,0.75,1,1,0,1,1,0,1,184,shared,21.19
Warsaw,0.4,4.1,204,private,2,0,1,1,shoulder,0,0.72,6,1,1,1,1,1,4,155,private,66.71
Warsaw,0.3,3.1,27,private,2,0,1,0,low,0,0.56,0,1,0,0,1,1,5,198,shared,52.78
Lisbon,1.7,4.8,217,private,1,0,1,1,peak,1,0.77,20,1,0,0,1,1,6,114,shared,93.04
Vienna,0.6,4.2,199,dorm,8,1,1,1,low,1,0.51,12,0,1,0,1,0,5,124,shared,28.3
Berlin,3.9,4.1,202,private,2,0,1,1,peak,1,0.96,30,0,0,0,1,0,3,102,private,74.69
Milan,0.3,3.4,34,dorm,8,0,1,0,low,1,0.7,7,1,1,1,1,0,6,202,shared,42.03
Athens,0.7,2.7,66,dorm,4,1,1,1,shoulder,0,0.65,18,0,0,1,1,1,4,161,private,25.33
Stockholm,5.6,2.9,76,private,2,0,1,1,peak,0,0.72,18,1,0,0,1,1,1,166,private,77.93
Warsaw,7.5,4.7,293,private,1,1,1,1,peak,0,0.71,8,1,1,1,0,1,2,123,private,58.77
Amsterdam,6.5,3.1,26,private,2,0,1,0,shoulder,0,0.71,26,0,1,0,0,0,1,195,shared,45.13
Madrid,4.1,3.1,83,dorm,10,1,1,0,shoulder,1,0.8,24,1,0,1,0,0,1,142,shared,20.83
Budapest,6.3,2.8,13,private,2,0,1,1,shoulder,0,0.66,5,1,0,1,1,0,3,192,shared,38.37
Berlin,2.2,3.6,119,dorm,8,1,1,1,peak,1,0.95,5,0,1,0,1,0,4,208,private,36.03
Milan,0.6,4.1,167,dorm,12,0,1,0,peak,1,0.72,4,0,0,1,1,0,2,196,private,46.74
Stockholm,2.4,3.5,64,private,1,0,1,1,low,0,0.41,23,0,0,0,1,0,5,165,shared,63.68
Lisbon,1.9,4.6,484,private,1,1,1,1,peak,0,0.8,15,1,1,1,0,0,6,169,shared,99.93
Prague,3.9,4.5,307,private,2,1,1,0,peak,0,0.75,18,0,0,1,1,0,6,200,shared,57.1
Stockholm,2.7,2.8,77,private,2,1,1,0,peak,1,0.95,17,0,0,0,0,0,1,157,private,126.6
Oslo,6.3,2.9,9,private,1,0,1,0,shoulder,0,0.51,5,0,0,0,0,1,2,138,shared,75.86
Lisbon,5.3,3.0,38,dorm,4,0,1,0,low,0,0.36,28,0,0,1,0,0,4,182,private,12.44
Stockholm,3.6,4.5,321,dorm,6,1,1,0,shoulder,0,0.66,0,1,0,1,1,0,5,129,shared,32.67
Brussels,4.5,2.8,84,private,2,0,1,1,shoulder,1,0.68,17,0,0,0,0,0,5,113,private,68.67
Lisbon,3.4,3.3,91,dorm,4,1,1,0,shoulder,0,0.7,1,1,0,1,1,1,5,137,shared,25.45
Copenhagen,0.2,2.9,63,private,1,0,1,0,peak,0,0.81,0,1,1,0,1,0,5,195,shared,136.44
Rome,3.1,4.6,352,dorm,6,1,1,0,shoulder,0,0.76,16,0,0,1,0,0,6,147,private,24.5
Berlin,7.6,4.5,476,private,1,1,1,0,shoulder,0,0.7,22,1,1,1,1,0,4,134,shared,51.7
Rome,6.7,3.6,129,dorm,4,1,1,1,shoulder,0,0.63,15,0,0,1,0,1,2,232,shared,22.65
Brussels,2.7,3.1,58,dorm,4,0,1,0,peak,0,0.77,6,1,1,0,0,0,5,137,private,47.75
Amsterdam,5.6,3.1,94,dorm,12,0,1,1,low,1,0.37,8,0,1,1,0,0,4,145,shared,19.22
Amsterdam,1.2,4.1,229,dorm,10,1,1,1,low,0,0.66,15,1,0,1,1,1,1,138,shared,26.16
Madrid,6.2,3.2,97,dorm,8,0,1,0,peak,0,0.92,10,0,1,1,0,0,6,186,private,26.57
Paris,1.7,3.6,74,dorm,10,1,1,0,low,0,0.51,9,0,1,1,1,0,4,121,shared,22.58
Amsterdam,4.3,3.7,87,dorm,12,1,1,1,peak,1,0.9,22,1,1,1,0,0,5,165,private,35.74
Vienna,5.9,3.0,71,dorm,6,0,1,1,peak,1,0.81,13,0,0,0,1,1,1,165,private,32.32
Madrid,7.2,3.5,42,private,1,1,1,1,shoulder,1,0.77,10,0,0,0,1,1,2,104,shared,66.13
Oslo,5.8,4.0,133,dorm,6,0,1,1,shoulder,1,0.73,12,0,0,1,1,0,6,155,private,33.07
Warsaw,6.3,4.7,212,dorm,4,1,1,0,peak,0,0.75,20,0,1,1,1,0,3,226,shared,25.38
Warsaw,5.1,4.6,187,private,1,1,1,1,peak,1,0.96,13,1,1,1,1,0,6,167,shared,84.6
Paris,0.4,3.4,77,dorm,10,1,1,0,shoulder,1,0.69,19,1,0,1,1,0,4,220,private,35.62
Paris,7.9,4.5,272,dorm,8,0,1,0,shoulder,1,0.58,29,1,0,1,1,1,1,166,private,21.8
Berlin,7.1,4.6,223,dorm,4,0,1,1,low,0,0.67,1,1,1,1,1,0,3,179,shared,21.14
Warsaw,3.3,4.8,365,private,2,1,1,1,low,1,0.49,30,0,0,1,0,0,5,129,shared,35.53
